=============================================
 Benchmark Results: Mon Apr 18 20:18:07 2022
 Program: ..\vm\benchmarks\circles_s.bin
 VM Mode: Stack
 Decoding: Union

   Run    Elapsed (ms)  Dev. from mean
   184     1882.296600        1.184774
   185     1880.627300       -0.484526
   186     1878.808200       -2.303626
   187     1879.302200       -1.809626
   188     1878.917500       -2.194326
   189     1877.713000       -3.398826
   190     1880.908300       -0.203526
   191     1879.438200       -1.673626
   192     1878.883200       -2.228626
   193     1879.319700       -1.792126
   194     1881.383300        0.271474
   195     1884.732300        3.620474
   196     1880.654600       -0.457226
   197     1879.855500       -1.256326
   198     1880.082100       -1.029726
   199     1880.807700       -0.304126
   200     1884.293000        3.181174
---------------------------------------------

  Mean run time:      1881.111826 ms.
  Standard deviation: 2.877976.
=============================================
