=============================================
 Benchmark Results: Mon Apr 18 19:36:49 2022
 Program: ..\vm\benchmarks\circles_s.bin
 VM Mode: Stack
 Decoding: Bitmask

   Run    Elapsed (ms)  Dev. from mean
---------------------------------------------
     1     1394.702700       -2.247702
     2     1394.215300       -2.735102
     3     1394.239600       -2.710802
     4     1394.584400       -2.366002
     5     1394.324300       -2.626102
     6     1403.829000        6.878598
     7     1398.399600        1.449198
     8     1394.071500       -2.878902
     9     1394.016500       -2.933902
    10     1393.610200       -3.340202
    11     1393.656000       -3.294402
    12     1394.751500       -2.198902
    13     1396.927200       -0.023202
    14     1396.413400       -0.537002
    15     1394.036500       -2.913902
    16     1393.910600       -3.039802
    17     1393.876300       -3.074102
    18     1394.408900       -2.541502
    19     1394.958000       -1.992402
    20     1395.122200       -1.828202
    21     1398.463700        1.513298
    22     1394.546900       -2.403502
    23     1393.993700       -2.956702
    24     1394.298700       -2.651702
    25     1393.761200       -3.189202
    26     1393.839900       -3.110502
    27     1395.502500       -1.447902
    28     1397.513900        0.563498
    29     1394.736700       -2.213702
    30     1394.711800       -2.238602
    31     1394.961000       -1.989402
    32     1394.618400       -2.332002
    33     1394.348300       -2.602102
    34     1394.144800       -2.805602
    35     1398.682500        1.732098
    36     1394.294900       -2.655502
    37     1394.147400       -2.803002
    38     1394.012100       -2.938302
    39     1394.749700       -2.200702
    40     1394.152300       -2.798102
    41     1394.493000       -2.457402
    42     1398.459200        1.508798
    43     1394.793100       -2.157302
    44     1394.971200       -1.979202
    45     1393.506600       -3.443802
    46     1394.222500       -2.727902
    47     1394.509700       -2.440702
    48     1396.768200       -0.182202
    49     1397.613600        0.663198
    50     1395.002700       -1.947702
    51     1393.364800       -3.585602
    52     1393.754300       -3.196102
    53     1393.762500       -3.187902
    54     1395.140700       -1.809702
    55     1394.356600       -2.593802
    56     1394.277900       -2.672502
    57     1398.478300        1.527898
    58     1393.985900       -2.964502
    59     1394.576300       -2.374102
    60     1393.993500       -2.956902
    61     1393.551000       -3.399402
    62     1395.506900       -1.443502
    63     1394.676600       -2.273802
    64     1395.025200       -1.925202
    65     1396.815500       -0.134902
    66     1394.046100       -2.904302
    67     1394.239400       -2.711002
    68     1394.886500       -2.063902
    69     1394.256800       -2.693602
    70     1394.694200       -2.256202
    71     1396.281700       -0.668702
    72     1394.268500       -2.681902
    73     1394.069100       -2.881302
    74     1393.936400       -3.014002
    75     1395.064100       -1.886302
    76     1393.983300       -2.967102
    77     1394.604900       -2.345502
    78     1397.717500        0.767098
    79     1394.516800       -2.433602
    80     1393.994800       -2.955602
    81     1394.810500       -2.139902
    82     1394.827000       -2.123402
    83     1394.351800       -2.598602
    84     1394.719200       -2.231202
    85     1397.098500        0.148098
    86     1393.917100       -3.033302
    87     1393.903200       -3.047202
    88     1393.618000       -3.332402
    89     1394.856000       -2.094402
    90     1397.294500        0.344098
    91     1397.449700        0.499298
    92     1399.518700        2.568298
    93     1400.989700        4.039298
    94     1397.564200        0.613798
    95     1398.437100        1.486698
    96     1403.216300        6.265898
    97     1397.242900        0.292498
    98     1397.254700        0.304298
    99     1397.171600        0.221198
   100     1399.135400        2.184998
   101     1396.705800       -0.244602
   102     1397.033200        0.082798
   103     1397.439100        0.488698
   104     1397.953500        1.003098
   105     1397.406200        0.455798
   106     1397.446000        0.495598
   107     1400.297300        3.346898
   108     1397.371800        0.421398
   109     1398.172900        1.222498
   110     1397.953500        1.003098
   111     1397.385900        0.435498
   112     1397.263400        0.312998
   113     1397.766600        0.816198
   114     1399.817900        2.867498
   115     1396.582900       -0.367502
   116     1397.223300        0.272898
   117     1397.585700        0.635298
   118     1397.360500        0.410098
   119     1397.265900        0.315498
   120     1397.510100        0.559698
   121     1400.170200        3.219798
   122     1397.590000        0.639598
   123     1396.970700        0.020298
   124     1397.325200        0.374798
   125     1397.378400        0.427998
   126     1397.369400        0.418998
   127     1396.972000        0.021598
   128     1396.664200       -0.286202
   129     1397.793600        0.843198
   130     1398.181300        1.230898
   131     1397.291800        0.341398
   132     1399.462300        2.511898
   133     1397.939000        0.988598
   134     1411.471300       14.520898
   135     1408.958500       12.008098
   136     1400.746400        3.795998
   137     1397.662600        0.712198
   138     1397.580100        0.629698
   139     1397.490000        0.539598
   140     1396.995700        0.045298
   141     1396.888900       -0.061502
   142     1397.309900        0.359498
   143     1399.980500        3.030098
   144     1397.156100        0.205698
   145     1397.479200        0.528798
   146     1396.665700       -0.284702
   147     1396.665400       -0.285002
