Run,Elapsed,Dev. from mean,
1,792.645100,-0.844874,
2,796.645400,3.155426,
3,792.936900,-0.553074,
4,792.664700,-0.825274,
5,793.035200,-0.454774,
6,792.923500,-0.566474,
7,794.282600,0.792626,
8,793.463500,-0.026474,
9,793.482900,-0.007074,
10,792.746100,-0.743874,
11,792.754300,-0.735674,
12,792.927900,-0.562074,
13,793.300100,-0.189874,
14,792.888600,-0.601374,
15,796.422300,2.932326,
16,792.758100,-0.731874,
17,793.355900,-0.134074,
18,793.281300,-0.208674,
19,793.577400,0.087426,
20,793.230200,-0.259774,
21,792.717500,-0.772474,
22,793.014400,-0.475574,
23,792.613100,-0.876874,
24,792.841200,-0.648774,
25,793.245100,-0.244874,
26,792.406700,-1.083274,
27,795.464000,1.974026,
28,792.998000,-0.491974,
29,793.270300,-0.219674,
30,792.878600,-0.611374,
31,793.344300,-0.145674,
32,792.833100,-0.656874,
33,793.013500,-0.476474,
34,793.239300,-0.250674,
35,793.199900,-0.290074,
36,793.606900,0.116926,
37,793.521600,0.031626,
38,793.744100,0.254126,
39,793.633200,0.143226,
40,796.351500,2.861526,
41,793.858500,0.368526,
42,792.938800,-0.551174,
43,793.592600,0.102626,
44,793.573700,0.083726,
45,793.362600,-0.127374,
46,793.103700,-0.386274,
47,793.598200,0.108226,
48,792.838200,-0.651774,
49,793.676800,0.186826,
50,793.127200,-0.362774,
51,793.426500,-0.063474,
52,793.220400,-0.269574,
53,794.136100,0.646126,
54,792.734100,-0.755874,
55,792.617500,-0.872474,
56,792.987900,-0.502074,
57,792.654900,-0.835074,
58,792.940100,-0.549874,
59,793.152400,-0.337574,
60,792.957300,-0.532674,
61,793.584200,0.094226,
62,793.340900,-0.149074,
63,793.735600,0.245626,
64,792.942600,-0.547374,
65,796.409500,2.919526,
66,793.541400,0.051426,
67,793.767200,0.277226,
68,793.528100,0.038126,
69,793.442400,-0.047574,
70,793.042500,-0.447474,
71,793.710900,0.220926,
72,793.226400,-0.263574,
73,793.604700,0.114726,
74,792.934600,-0.555374,
75,793.310500,-0.179474,
76,794.082900,0.592926,
77,793.838700,0.348726,
78,797.405000,3.915026,
79,795.964000,2.474026,
80,793.055200,-0.434774,
81,794.263000,0.773026,
82,793.304800,-0.185174,
83,793.402200,-0.087774,
84,792.816100,-0.673874,
85,792.961400,-0.528574,
86,792.498100,-0.991874,
87,792.845400,-0.644574,
88,793.889200,0.399226,
89,792.879700,-0.610274,
90,793.276500,-0.213474,
91,794.136100,0.646126,
92,793.300800,-0.189174,
93,793.483800,-0.006174,
94,793.381300,-0.108674,
95,793.037600,-0.452374,
96,793.513400,0.023426,
97,792.819000,-0.670974,
98,792.736400,-0.753574,
99,792.825200,-0.664774,
100,792.867300,-0.622674,
101,792.900400,-0.589574,
102,792.959800,-0.530174,
103,796.439700,2.949726,
104,793.654000,0.164026,
105,793.746900,0.256926,
106,793.384500,-0.105474,
107,793.058900,-0.431074,
108,792.271900,-1.218074,
109,792.857900,-0.632074,
110,795.793700,2.303726,
111,792.978400,-0.511574,
112,793.088300,-0.401674,
113,793.964800,0.474826,
114,793.297100,-0.192874,
115,793.549800,0.059826,
116,796.387500,2.897526,
117,793.621700,0.131726,
118,792.938400,-0.551574,
119,793.902900,0.412926,
120,793.284500,-0.205474,
121,793.836300,0.346326,
122,793.408700,-0.081274,
123,793.453300,-0.036674,
124,792.940900,-0.549074,
125,793.499400,0.009426,
126,793.344100,-0.145874,
127,793.161300,-0.328674,
128,792.977700,-0.512274,
129,796.901700,3.411726,
130,793.328100,-0.161874,
131,793.575400,0.085426,
132,792.934900,-0.555074,
133,793.333600,-0.156374,
134,793.343700,-0.146274,
135,793.246400,-0.243574,
136,792.703600,-0.786374,
137,793.270400,-0.219574,
138,793.148800,-0.341174,
139,793.564800,0.074826,
140,792.670900,-0.819074,
141,796.624500,3.134526,
142,792.689000,-0.800974,
143,793.185100,-0.304874,
144,793.086600,-0.403374,
145,792.689500,-0.800474,
146,792.607100,-0.882874,
147,792.972100,-0.517874,
148,792.692300,-0.797674,
149,792.872300,-0.617674,
150,793.495700,0.005726,
151,795.032800,1.542826,
152,793.632000,0.142026,
153,792.928100,-0.561874,
154,796.643700,3.153726,
155,792.959400,-0.530574,
156,792.545700,-0.944274,
157,793.523800,0.033826,
158,793.247700,-0.242274,
159,793.216800,-0.273174,
160,793.354300,-0.135674,
161,793.030900,-0.459074,
162,793.252500,-0.237474,
163,793.293300,-0.196674,
164,793.506200,0.016226,
165,793.494600,0.004626,
166,793.048800,-0.441174,
167,796.495200,3.005226,
168,793.025200,-0.464774,
169,793.234800,-0.255174,
170,792.795300,-0.694674,
171,792.752000,-0.737974,
172,793.082100,-0.407874,
173,793.198900,-0.291074,
174,793.377500,-0.112474,
175,793.317500,-0.172474,
176,793.549400,0.059426,
177,793.332500,-0.157474,
178,793.115500,-0.374474,
179,797.237600,3.747626,
180,793.611800,0.121826,
181,793.344200,-0.145774,
182,793.491800,0.001826,
183,793.398200,-0.091774,
184,793.555300,0.065326,
185,793.168500,-0.321474,
186,793.661800,0.171826,
187,793.360500,-0.129474,
188,793.651000,0.161026,
189,794.012300,0.522326,
190,793.446700,-0.043274,
191,793.101800,-0.388174,
192,796.596700,3.106726,
193,793.218000,-0.271974,
194,792.782400,-0.707574,
195,792.887300,-0.602674,
196,793.039200,-0.450774,
197,792.858100,-0.631874,
198,793.398700,-0.091274,
199,793.161100,-0.328874,
200,792.925700,-0.564274,
