=============================================
 Benchmark Results: Mon Apr 18 19:11:21 2022
 Program: ..\vm\benchmarks\circles_s.bin
 VM Mode: Stack
 Decoding: Bitmask

   Run    Elapsed (ms)  Dev. from mean
    95     1181.065300       -1.173765
    96     1180.512200       -1.726865
    97     1182.215100       -0.023965
    98     1184.573600        2.334535
    99     1181.031200       -1.207865
   100     1180.101600       -2.137465
   101     1180.683300       -1.555765
   102     1178.755200       -3.483864
   103     1181.869600       -0.369465
   104     1181.427500       -0.811565
   105     1180.530900       -1.708165
   106     1182.607400        0.368336
   107     1184.147100        1.908035
   108     1181.327000       -0.912065
   109     1181.628400       -0.610664
   110     1180.121400       -2.117665
   111     1182.896400        0.657336
   112     1181.204600       -1.034465
   113     1180.984600       -1.254465
   114     1205.593900       23.354836
   115     1183.625700        1.386636
   116     1182.415500        0.176436
   117     1179.962500       -2.276564
   118     1181.752200       -0.486865
   119     1182.145500       -0.093564
   120     1182.900100        0.661036
   121     1183.425900        1.186835
   122     1182.213500       -0.025564
   123     1181.893200       -0.345865
   124     1183.742000        1.502935
   125     1180.788800       -1.450265
   126     1181.795300       -0.443765
   127     1182.889100        0.650036
   128     1181.428600       -0.810465
   129     1179.638300       -2.600764
   130     1188.713100        6.474035
   131     1187.146000        4.906935
   132     1182.448600        0.209535
   133     1182.273500        0.034435
   134     1181.239900       -0.999165
   135     1180.445900       -1.793165
   136     1180.038100       -2.200965
   137     1181.006400       -1.232665
   138     1181.181800       -1.057264
   139     1180.451700       -1.787364
   140     1182.834600        0.595535
   141     1187.031400        4.792336
   142     1181.198300       -1.040765
   143     1178.576200       -3.662865
   144     1180.960700       -1.278364
   145     1180.995800       -1.243265
   146     1181.874000       -0.365065
   147     1180.535400       -1.703665
   148     1181.080200       -1.158864
   149     1184.131300        1.892235
   150     1182.907000        0.667935
   151     1182.409300        0.170235
   152     1178.880900       -3.358164
   153     1180.666600       -1.572465
   154     1182.004700       -0.234365
   155     1182.322100        0.083036
   156     1181.540300       -0.698765
   157     1179.556500       -2.682565
   158     1185.813300        3.574235
   159     1182.340700        0.101635
   160     1181.816300       -0.422765
   161     1180.470400       -1.768665
   162     1180.630300       -1.608765
   163     1182.236300       -0.002765
   164     1182.504500        0.265435
   165     1182.976200        0.737136
   166     1186.523900        4.284835
   167     1181.740200       -0.498865
   168     1183.339000        1.099935
   169     1182.822500        0.583435
   170     1187.645400        5.406336
   171     1186.206900        3.967835
   172     1179.892200       -2.346865
   173     1179.835700       -2.403364
   174     1180.827300       -1.411765
   175     1181.980100       -0.258965
   176     1180.796400       -1.442665
   177     1181.847200       -0.391865
   178     1182.005700       -0.233365
   179     1183.270800        1.031735
   180     1182.265100        0.026036
   181     1181.757200       -0.481865
   182     1183.187900        0.948835
   183     1183.076300        0.837235
   184     1180.551500       -1.687565
   185     1181.667400       -0.571664
   186     1181.842500       -0.396565
   187     1179.159400       -3.079665
   188     1182.642400        0.403335
   189     1181.881400       -0.357665
   190     1181.428800       -0.810265
   191     1182.023900       -0.215165
   192     1191.775800        9.536735
   193     1182.275000        0.035936
   194     1177.495200       -4.743864
   195     1180.378600       -1.860465
   196     1180.547200       -1.691865
   197     1180.959100       -1.279965
   198     1180.034100       -2.204964
   199     1180.885600       -1.353464
   200     1179.745600       -2.493465
---------------------------------------------

  Mean run time:      1182.239065 ms.
  Standard deviation: 3.167178.
=============================================
