Run,Elapsed,Dev. from mean,
119,1398.368700,0.353002,
120,1396.649100,-1.366598,
121,1397.005000,-1.010698,
122,1397.296100,-0.719598,
123,1398.214300,0.198602,
124,1397.890800,-0.124898,
125,1398.084800,0.069102,
126,1398.592100,0.576402,
127,1397.720300,-0.295398,
128,1397.893500,-0.122198,
129,1397.445700,-0.569998,
130,1398.189000,0.173302,
131,1397.560800,-0.454898,
132,1397.743000,-0.272698,
133,1400.494000,2.478302,
134,1398.286300,0.270602,
135,1397.249300,-0.766398,
136,1397.843800,-0.171898,
137,1400.722000,2.706302,
138,1397.386600,-0.629098,
139,1397.163800,-0.851898,
140,1396.494900,-1.520798,
141,1397.252200,-0.763498,
142,1397.855300,-0.160398,
143,1398.061000,0.045302,
144,1401.646900,3.631202,
145,1397.891100,-0.124598,
146,1397.531400,-0.484298,
147,1401.206500,3.190802,
148,1397.346000,-0.669698,
149,1397.269300,-0.746398,
150,1396.953400,-1.062298,
151,1398.800300,0.784602,
152,1399.151600,1.135902,
153,1396.936000,-1.079698,
154,1396.944800,-1.070898,
155,1397.093100,-0.922598,
156,1397.815000,-0.200698,
157,1397.673200,-0.342498,
158,1397.459900,-0.555798,
159,1398.456200,0.440502,
160,1396.885900,-1.129798,
161,1397.302200,-0.713498,
162,1397.179000,-0.836698,
163,1397.645600,-0.370098,
164,1398.338900,0.323202,
165,1397.093000,-0.922698,
166,1400.115500,2.099802,
167,1396.834800,-1.180898,
168,1396.895500,-1.120198,
169,1398.066500,0.050802,
170,1397.089100,-0.926598,
171,1397.349900,-0.665798,
172,1411.340700,13.325002,
173,1421.104400,23.088702,
174,1397.559300,-0.456398,
175,1398.329900,0.314202,
176,1398.701500,0.685802,
177,1399.291300,1.275602,
178,1397.893100,-0.122598,
179,1398.247400,0.231702,
180,1414.219300,16.203602,
181,1404.353700,6.338002,
182,1397.289500,-0.726198,
183,1396.764800,-1.250898,
184,1398.228900,0.213202,
185,1398.031900,0.016202,
186,1397.504500,-0.511198,
187,1397.853200,-0.162498,
188,1397.774400,-0.241298,
189,1398.114800,0.099102,
190,1403.700600,5.684902,
191,1397.753100,-0.262598,
192,1402.910100,4.894402,
193,1397.480400,-0.535298,
194,1403.648500,5.632802,
195,1397.425500,-0.590198,
196,1396.916600,-1.099098,
197,1397.939900,-0.075798,
198,1398.098100,0.082402,
199,1397.526300,-0.489398,
200,1399.228500,1.212802,
